video_file,raw_landmarks_csv,video_hash,window_idx,start_frame,end_frame,start_ms,end_ms,window_size,window_overlap,right_hand,hand_move,hand_closer,hovering,daylight,hand_visible,out_of_sync,thumb_touch,index_touch,middle_touch,ring_touch,pinky_touch,any_touch
record1_2.mp4,record1_2.raw_landmarks.1a5008d3e2e358a6.csv,1a5008d3e2e358a67d1d067f0fe8dae92b9e9370533d9f326db45e22b61f82ab,0,0,4,0,333,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0
record1_2.mp4,record1_2.raw_landmarks.1a5008d3e2e358a6.csv,1a5008d3e2e358a67d1d067f0fe8dae92b9e9370533d9f326db45e22b61f82ab,1,3,7,250,583,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0
record1_2.mp4,record1_2.raw_landmarks.1a5008d3e2e358a6.csv,1a5008d3e2e358a67d1d067f0fe8dae92b9e9370533d9f326db45e22b61f82ab,2,6,10,500,833,5,2,0,0,0,0,1,1,0,0,0,0,0,0,0
record1_2.mp4,record1_2.raw_landmarks.1a5008d3e2e358a6.csv,1a5008d3e2e358a67d1d067f0fe8dae92b9e9370533d9f326db45e22b61f82ab,3,9,13,750,1083,5,2,0,0,0,0,0,1,0,0,1,0,0,0,1
record1_2.mp4,record1_2.raw_landmarks.1a5008d3e2e358a6.csv,1a5008d3e2e358a67d1d067f0fe8dae92b9e9370533d9f326db45e22b61f82ab,4,12,16,1000,1333,5,2,0,0,0,0,0,1,0,0,1,0,0,0,1
record1_2.mp4,record1_2.raw_landmarks.1a5008d3e2e358a6.csv,1a5008d3e2e358a67d1d067f0fe8dae92b9e9370533d9f326db45e22b61f82ab,5,15,19,1250,1583,5,2,0,0,0,0,0,1,0,0,1,0,0,0,1
record1_2.mp4,record1_2.raw_landmarks.1a5008d3e2e358a6.csv,1a5008d3e2e358a67d1d067f0fe8dae92b9e9370533d9f326db45e22b61f82ab,6,18,22,1500,1833,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0
record1_2.mp4,record1_2.raw_landmarks.1a5008d3e2e358a6.csv,1a5008d3e2e358a67d1d067f0fe8dae92b9e9370533d9f326db45e22b61f82ab,7,21,25,1750,2083,5,2,0,0,0,0,0,1,0,0,0,1,0,0,1
record1_2.mp4,record1_2.raw_landmarks.1a5008d3e2e358a6.csv,1a5008d3e2e358a67d1d067f0fe8dae92b9e9370533d9f326db45e22b61f82ab,8,24,28,2000,2333,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0
record1_2.mp4,record1_2.raw_landmarks.1a5008d3e2e358a6.csv,1a5008d3e2e358a67d1d067f0fe8dae92b9e9370533d9f326db45e22b61f82ab,9,27,31,2250,2583,5,2,0,0,0,0,0,1,0,1,0,0,0,0,1
