video_file,video_hash,video_width,video_height,video_fps,total_video_frames,video_duration_sec,frame_idx,timestamp_ms,hand,wrist_x,wrist_y,thumb_cmc_x,thumb_cmc_y,thumb_mcp_x,thumb_mcp_y,thumb_ip_x,thumb_ip_y,thumb_tip_x,thumb_tip_y,index_mcp_x,index_mcp_y,index_pip_x,index_pip_y,index_dip_x,index_dip_y,index_tip_x,index_tip_y,middle_mcp_x,middle_mcp_y,middle_pip_x,middle_pip_y,middle_dip_x,middle_dip_y,middle_tip_x,middle_tip_y,ring_mcp_x,ring_mcp_y,ring_pip_x,ring_pip_y,ring_dip_x,ring_dip_y,ring_tip_x,ring_tip_y,pinky_mcp_x,pinky_mcp_y,pinky_pip_x,pinky_pip_y,pinky_dip_x,pinky_dip_y,pinky_tip_x,pinky_tip_y
v12.mp4,33eff35ebcff0b3eb165c09a45ef1f263a4440359e5de800ceab0b4843cbbe9d,1920,1080,12.06,189,15.667,0,0,Right,0.269957,0.146611,0.359831,0.223423,0.431446,0.34589,0.466669,0.449169,0.484733,0.547655,0.4224,0.299484,0.480344,0.371907,0.525638,0.430732,0.564408,0.503933,0.380131,0.306206,0.426988,0.519731,0.463087,0.69098,0.492406,0.85116,0.333885,0.312199,0.368784,0.502282,0.39997,0.692561,0.426678,0.848411,0.295532,0.30237,0.334447,0.406171,0.36521,0.502974,0.396566,0.595184
v12.mp4,33eff35ebcff0b3eb165c09a45ef1f263a4440359e5de800ceab0b4843cbbe9d,1920,1080,12.06,189,15.667,1,83,Right,0.275814,0.153455,0.391212,0.173786,0.4718,0.249446,0.502614,0.349605,0.527542,0.452694,0.475479,0.22632,0.554869,0.250172,0.621806,0.28997,0.671132,0.335545,0.414591,0.273679,0.479904,0.402359,0.537351,0.520033,0.577581,0.628914,0.337684,0.331311,0.334823,0.544021,0.350716,0.718326,0.355068,0.856829,0.262898,0.392406,0.254421,0.558162,0.249129,0.67031,0.246789,0.768052
v12.mp4,33eff35ebcff0b3eb165c09a45ef1f263a4440359e5de800ceab0b4843cbbe9d,1920,1080,12.06,189,15.667,2,166,Right,0.267922,0.161057,0.396432,0.157045,0.498744,0.173258,0.568125,0.201724,0.647578,0.188491,0.461645,0.254581,0.54593,0.319771,0.604656,0.388117,0.653895,0.454195,0.393833,0.308969,0.441242,0.52751,0.478748,0.692926,0.500623,0.832098,0.320547,0.352049,0.326462,0.591011,0.349082,0.773747,0.356118,0.911175,0.258393,0.397694,0.250947,0.579395,0.240452,0.705313,0.232494,0.803235
v12.mp4,33eff35ebcff0b3eb165c09a45ef1f263a4440359e5de800ceab0b4843cbbe9d,1920,1080,12.06,189,15.667,3,250,Right,0.25646,0.131077,0.37699,0.134416,0.494718,0.161569,0.586521,0.170942,0.668199,0.144714,0.450647,0.242003,0.513613,0.482395,0.556746,0.630201,0.588509,0.757398,0.376852,0.303716,0.424222,0.549519,0.459822,0.731121,0.482247,0.87342,0.306779,0.352385,0.315031,0.597976,0.332898,0.77427,0.345793,0.912824,0.250911,0.380344,0.247868,0.572527,0.242286,0.694644,0.237346,0.801962
v12.mp4,33eff35ebcff0b3eb165c09a45ef1f263a4440359e5de800ceab0b4843cbbe9d,1920,1080,12.06,189,15.667,4,333,Right,0.252027,0.133751,0.37195,0.131131,0.490393,0.153942,0.585448,0.161418,0.670351,0.14801,0.449434,0.233205,0.511338,0.474023,0.557547,0.617908,0.592143,0.741865,0.373665,0.298573,0.423787,0.554233,0.460468,0.741316,0.481928,0.889942,0.304631,0.352292,0.319767,0.601502,0.337396,0.77575,0.348387,0.918364,0.25161,0.385226,0.245173,0.57825,0.238538,0.700974,0.233242,0.811324
v12.mp4,33eff35ebcff0b3eb165c09a45ef1f263a4440359e5de800ceab0b4843cbbe9d,1920,1080,12.06,189,15.667,5,416,Right,0.252705,0.126548,0.372956,0.133707,0.491356,0.159183,0.584618,0.168707,0.66753,0.163486,0.450195,0.244427,0.510159,0.480248,0.554465,0.623248,0.588868,0.746099,0.37298,0.305381,0.421937,0.557161,0.458528,0.741782,0.481515,0.890313,0.304004,0.354048,0.319117,0.598813,0.336502,0.772846,0.347942,0.91738,0.251991,0.380227,0.244292,0.574818,0.237753,0.697047,0.232694,0.80967
v12.mp4,33eff35ebcff0b3eb165c09a45ef1f263a4440359e5de800ceab0b4843cbbe9d,1920,1080,12.06,189,15.667,6,500,Right,0.252475,0.130097,0.377162,0.132014,0.491867,0.185922,0.576489,0.254054,0.653824,0.316853,0.448462,0.258489,0.514531,0.477741,0.557083,0.619868,0.590669,0.743308,0.370329,0.320535,0.419183,0.564931,0.454387,0.748402,0.476952,0.89722,0.301894,0.365519,0.315083,0.604795,0.333457,0.778111,0.344601,0.921981,0.250525,0.388055,0.241093,0.580174,0.234752,0.70587,0.229578,0.821285
v12.mp4,33eff35ebcff0b3eb165c09a45ef1f263a4440359e5de800ceab0b4843cbbe9d,1920,1080,12.06,189,15.667,7,583,Right,0.261271,0.133593,0.384241,0.139705,0.497027,0.192052,0.581797,0.254172,0.659736,0.304806,0.454955,0.253179,0.517061,0.471731,0.558599,0.616675,0.589514,0.742526,0.377354,0.313298,0.413556,0.566504,0.446369,0.754671,0.467318,0.901469,0.306467,0.356144,0.311822,0.590988,0.329704,0.769427,0.341248,0.912062,0.251294,0.379116,0.242895,0.570477,0.236292,0.697372,0.230382,0.810162
v12.mp4,33eff35ebcff0b3eb165c09a45ef1f263a4440359e5de800ceab0b4843cbbe9d,1920,1080,12.06,189,15.667,8,666,Right,0.256145,0.132344,0.37602,0.129805,0.493654,0.186008,0.58069,0.257969,0.656009,0.309127,0.455505,0.24701,0.516067,0.457272,0.557736,0.602868,0.587821,0.727662,0.379958,0.30475,0.398284,0.55155,0.422765,0.732803,0.439892,0.871435,0.309793,0.349112,0.314508,0.575599,0.334384,0.74815,0.34927,0.88314,0.253353,0.378197,0.239971,0.578768,0.229701,0.706124,0.220995,0.816049
v12.mp4,33eff35ebcff0b3eb165c09a45ef1f263a4440359e5de800ceab0b4843cbbe9d,1920,1080,12.06,189,15.667,9,750,Right,0.262247,0.134601,0.384832,0.13254,0.499357,0.180133,0.584192,0.249029,0.657061,0.312851,0.450795,0.260819,0.513995,0.479049,0.55662,0.619676,0.588856,0.739137,0.374005,0.319303,0.399698,0.557259,0.427998,0.726772,0.449169,0.858434,0.301562,0.358694,0.306806,0.580806,0.323812,0.74351,0.336179,0.872143,0.243173,0.375339,0.221687,0.560394,0.205882,0.677536,0.19101,0.781152
