video_file,raw_landmarks_csv,video_hash,window_idx,start_frame,end_frame,start_ms,end_ms,window_size,window_overlap,right_hand,hand_move,hand_closer,hovering,daylight,hand_visible,out_of_sync,thumb_touch,index_touch,middle_touch,ring_touch,pinky_touch,any_touch
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,0,0,4,0,333,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,1,3,7,250,583,5,2,0,0,0,0,0,1,0,0,0,0,0,1,1
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,2,6,10,500,833,5,2,0,0,0,0,0,1,0,0,0,0,0,1,1
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,3,9,13,750,1083,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,4,12,16,1000,1333,5,2,0,0,0,0,0,1,0,0,0,1,0,0,1
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,5,15,19,1250,1583,5,2,0,0,0,0,0,1,0,0,0,1,0,0,1
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,6,18,22,1500,1833,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,7,21,25,1750,2083,5,2,0,0,0,0,0,1,0,0,1,0,0,0,1
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,8,24,28,2000,2333,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,9,27,31,2250,2583,5,2,0,0,0,0,0,1,0,1,0,0,0,0,1
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,10,30,34,2500,2833,5,2,0,0,0,0,0,1,0,1,0,0,0,0,1
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,11,33,37,2750,3083,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,12,36,40,3000,3333,5,2,0,0,0,0,0,1,0,0,1,0,0,0,1
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,13,39,43,3250,3583,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,14,42,46,3500,3833,5,2,0,0,0,0,0,1,0,0,0,1,0,0,1
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,15,45,49,3750,4083,5,2,0,0,0,0,0,1,0,0,0,1,0,0,1
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,16,48,52,4000,4333,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,17,51,55,4250,4583,5,2,0,0,0,0,0,1,0,1,0,0,0,0,1
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,18,54,58,4500,4833,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,19,57,61,4750,5083,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,20,60,64,5000,5333,5,2,0,0,0,0,0,1,0,0,0,1,0,0,1
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,21,63,67,5250,5583,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,22,66,70,5500,5833,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,23,69,73,5750,6083,5,2,0,0,0,0,0,1,0,0,0,0,0,1,1
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,24,72,76,6000,6333,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,25,75,79,6250,6583,5,2,0,0,0,0,0,1,0,0,0,1,1,0,1
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,26,78,82,6500,6833,5,2,0,0,0,0,0,1,0,0,0,1,1,0,1
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,27,81,85,6750,7083,5,2,0,0,0,0,0,1,0,0,1,0,0,0,1
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,28,84,88,7000,7333,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,29,87,91,7250,7583,5,2,0,0,0,0,0,1,0,0,0,1,0,0,1
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,30,90,94,7500,7833,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,31,93,97,7750,8083,5,2,0,0,0,0,0,1,0,0,1,0,0,0,1
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,32,96,100,8000,8333,5,2,0,0,0,0,0,1,0,0,1,0,0,0,1
v14.mp4,v14.raw_landmarks.e04f7f2be32b65d2.csv,e04f7f2be32b65d2a1784c63564b3f3742517cbb90392b9856d21cd6ce68d971,33,99,103,8250,8583,5,2,0,0,0,0,0,1,0,0,0,1,0,0,1
